Property_ID,Property_Type,Property_Size,Bedrooms,Bathrooms,Location,Furnishing,Age_of_Property,Amenities,Proximity_to_Important_Locations,Date_of_Listing,Historical_Prices,Price,Floor_Level,Property_Status
721,Apartment,171,4,2,Bekasi,Unfurnished,26,None,8.12,2022-11-21,"[1791585474, 1891118001, 1950837516]",1990650526.9527304,11,New
722,Apartment,53,2,2,Jakarta Pusat,Semi,26,Pool_Gym_Security,4.29,2021-07-04,"[638979197, 674478041, 695777347]",887471106.3833152,12,New
723,House,129,4,3,Jakarta Timur,Unfurnished,17,Pool_Security,18.85,2021-01-25,"[1193598037, 1259909039, 1299695640]",1392531042.7961495,4,New
724,Apartment,204,3,2,Tangerang,Unfurnished,21,None,17.23,2022-02-14,"[1978313676, 2088219991, 2154163780]",2198126306.3813343,16,New
725,Apartment,164,2,1,Bogor,Unfurnished,11,Pool_Gym,8.79,2021-01-24,"[1762637866, 1860562192, 1919316787]",1958486517.5432088,10,New
726,Apartment,119,3,1,Jakarta Utara,Fully,28,Pool_Gym,1.91,2021-06-06,"[1569208584, 1656386839, 1708693792]",1917921603.1004484,10,Under Construction
727,House,124,4,1,Jakarta Utara,Semi,26,Gym,18.23,2021-02-03,"[1512315491, 1596333019, 1646743535]",1848385600.6992471,3,New
728,House,183,3,2,Tangerang,Fully,29,None,6.6,2022-09-20,"[2416793330, 2551059626, 2631619404]",2685325922.246508,5,New
729,House,248,3,3,Jakarta Utara,Semi,20,None,15.21,2022-06-09,"[2524414045, 2664659270, 2748806405]",3085394944.232559,1,New
730,House,203,4,3,Jakarta Selatan,Unfurnished,13,Security,13.72,2022-03-10,"[2117533235, 2235173970, 2305758411]",2823377646.427261,4,Pre-sale
731,House,115,2,2,Tangerang,Unfurnished,0,Gym,18.98,2022-04-15,"[1323728357, 1397268821, 1441393100]",1470809285.388605,4,New
732,Apartment,222,1,3,Bogor,Unfurnished,12,None,17.69,2021-01-21,"[2246704549, 2371521468, 2446411620]",2496338387.2673783,17,Pre-sale
733,Apartment,211,4,2,Bogor,Semi,29,Pool_Security,2.94,2022-04-02,"[2779998728, 2934443101, 3027109726]",3088887475.119392,19,New
734,Apartment,159,1,1,Depok,Unfurnished,17,Pool_Gym_Security,7.22,2022-12-19,"[1486492995, 1569075939, 1618625705]",1651658882.8433864,2,Under Construction
735,Apartment,229,4,3,Tangerang,Fully,24,Pool_Gym_Security,19.29,2021-03-31,"[2250714335, 2375754021, 2450777832]",2500793705.989472,8,Pre-sale
736,Apartment,189,4,1,Bekasi,Semi,21,Security,11.31,2021-08-18,"[2519845629, 2659837053, 2743831907]",2799828476.481994,11,New
737,Apartment,173,2,1,Jakarta Barat,Fully,25,Pool_Gym_Security,19.72,2022-03-18,"[1808984952, 1909484116, 1969783615]",2311480772.316971,15,New
738,House,130,3,1,Jakarta Pusat,Unfurnished,21,Pool,3.92,2022-07-17,"[1444021900, 1524245339, 1572379402]",2005585971.787013,3,New
739,Condo,198,3,1,Jakarta Utara,Fully,29,Pool_Gym,13.03,2021-06-14,"[1810400802, 1910978624, 1971325317]",2212712090.7555876,5,New
740,House,225,3,1,Jakarta Barat,Unfurnished,6,Gym,15.8,2021-06-11,"[2686985589, 2836262566, 2925828752]",3433370474.51118,4,Under Construction
741,Apartment,143,2,1,Jakarta Barat,Fully,4,Pool_Security,15.27,2021-11-13,"[1358695991, 1434179102, 1479468968]",1736111544.3668306,12,Under Construction
742,House,154,2,2,Jakarta Timur,Fully,1,Security,6.01,2022-04-11,"[1706205472, 1800994665, 1857868181]",1990573051.084931,1,Pre-sale
743,Apartment,95,2,1,Bekasi,Semi,2,Pool_Security,3.24,2021-12-08,"[1039881116, 1097652289, 1132314993]",1155423461.7418633,14,Under Construction
744,Apartment,67,2,2,Jakarta Selatan,Fully,25,Gym_Security,1.23,2022-03-29,"[823197018, 868930186, 896370087]",1097596024.5213516,10,New
745,Apartment,58,1,3,Jakarta Pusat,Semi,1,Pool_Security,13.82,2022-11-25,"[616920771, 651194148, 671758173]",856834404.8599237,8,Pre-sale
746,House,84,3,2,Tangerang,Unfurnished,18,None,13.23,2021-11-28,"[1091141312, 1151760274, 1188131651]",1212379235.7789857,2,New
747,Apartment,204,1,3,Bogor,Fully,20,Security,16.33,2022-07-27,"[2740015821, 2892238922, 2983572783]",3044462023.52703,5,New
748,House,242,1,1,Bekasi,Fully,12,Security,18.15,2021-07-23,"[2680565001, 2829485278, 2918837445]",2978405556.1716805,5,New
749,Apartment,66,2,1,Jakarta Timur,Unfurnished,8,Pool_Gym_Security,2.06,2022-04-15,"[794038362, 838151604, 864619550]",926378088.8657745,12,New
750,Apartment,242,1,3,Depok,Unfurnished,9,Security,16.17,2021-06-20,"[2243142099, 2367761105, 2442532508]",2492380110.546509,8,New
751,Apartment,149,2,2,Bekasi,Unfurnished,10,Gym_Security,3.61,2021-08-24,"[1720313906, 1815886901, 1873230698]",1911459895.956298,1,New
752,Condo,112,3,1,Jakarta Selatan,Semi,0,Pool_Security,11.31,2022-02-22,"[1317113439, 1390286408, 1434190189]",1756151251.9917798,16,New
753,Condo,193,3,1,Bogor,Unfurnished,0,None,14.76,2021-03-22,"[2496967480, 2635687896, 2718920145]",2774408311.3672915,8,New
754,Apartment,135,3,3,Bogor,Fully,25,None,19.0,2021-10-10,"[1795642122, 1895400018, 1955254755]",1995157913.7028234,9,Pre-sale
755,Apartment,235,2,1,Tangerang,Semi,19,Pool_Security,11.9,2021-11-08,"[2787299293, 2942149254, 3035059230]",3096999214.2543826,17,New
756,House,62,1,3,Jakarta Timur,Semi,27,None,5.02,2022-09-24,"[708699230, 748071409, 771694717]",826815767.9462264,4,Pre-sale
757,Apartment,179,4,2,Bogor,Semi,5,Pool_Gym_Security,4.59,2021-03-22,"[2139645453, 2258514645, 2329836160]",2377383836.396547,2,New
758,Condo,157,4,2,Depok,Fully,6,None,5.19,2022-09-11,"[1977078729, 2086916436, 2152819060]",2196754143.3251815,17,New
759,House,46,1,1,Jakarta Utara,Fully,7,Security,12.17,2021-09-13,"[608017053, 641795779, 662063014]",743131954.220723,4,Under Construction
760,House,131,2,3,Jakarta Selatan,Semi,29,Security,2.52,2022-11-04,"[1448402395, 1528869194, 1577149274]",1931203192.9731545,3,New
761,Apartment,175,1,3,Jakarta Pusat,Unfurnished,22,Pool_Gym_Security,2.15,2021-12-14,"[2110525295, 2227776700, 2298127543]",2931285131.615085,6,New
762,House,199,1,2,Depok,Fully,13,Pool,4.93,2022-08-30,"[2677315585, 2826055340, 2915299192]",2974795094.2571716,2,New
763,Condo,214,1,1,Jakarta Utara,Semi,9,Gym_Security,17.12,2022-01-16,"[2708853468, 2859345328, 2949640443]",3310820905.6317825,7,New
764,Apartment,38,4,1,Tangerang,Semi,15,Pool_Gym_Security,10.75,2022-02-07,"[454084365, 479311274, 494447420]",504538183.16432846,9,New
765,Apartment,185,1,1,Jakarta Pusat,Semi,8,Pool_Gym_Security,16.95,2022-05-16,"[2465431977, 2602400420, 2684581486]",3424211079.3247223,8,Under Construction
766,House,222,2,2,Tangerang,Semi,14,Gym_Security,7.27,2022-10-20,"[2001643439, 2112845852, 2179567300]",2224048265.2785487,3,New
767,Apartment,220,1,2,Bekasi,Fully,1,Gym,18.29,2021-02-01,"[2795544446, 2950852471, 3044037286]",3106160495.5233636,5,New
768,House,125,3,3,Tangerang,Unfurnished,18,Pool_Gym_Security,17.51,2021-09-07,"[1451530905, 1532171511, 1580555874]",1612812116.3703268,1,Under Construction
769,Apartment,39,4,3,Bekasi,Fully,19,Security,3.29,2022-12-10,"[455893153, 481220550, 496416988]",506547947.2678323,4,New
770,Apartment,177,4,2,Jakarta Utara,Unfurnished,4,Pool_Gym,3.5,2022-12-20,"[2149927711, 2269368139, 2341032396]",2627689424.41836,10,Under Construction
771,Apartment,147,1,3,Jakarta Timur,Unfurnished,11,None,1.76,2022-03-18,"[1478397857, 1560531071, 1609811000]",1724797499.662703,17,Pre-sale
772,Apartment,151,2,1,Jakarta Utara,Unfurnished,28,Pool_Gym_Security,18.02,2022-01-23,"[1528615638, 1613538728, 1664492583]",1868308001.40094,6,Pre-sale
773,Apartment,162,2,1,Bekasi,Unfurnished,18,Gym_Security,12.05,2022-02-24,"[1485746951, 1568288448, 1617813346]",1650829945.0957785,3,Pre-sale
774,Apartment,241,2,3,Jakarta Pusat,Semi,28,Pool,2.51,2022-12-12,"[2988826062, 3154871954, 3254499490]",4151147308.541064,1,New
775,Apartment,84,4,3,Jakarta Timur,Unfurnished,29,Gym_Security,2.97,2022-08-28,"[802068291, 846627641, 873363251]",935746340.03916,16,New
776,Apartment,231,4,1,Jakarta Selatan,Fully,12,None,1.21,2022-08-19,"[2186761786, 2308248552, 2381140611]",2915682381.237013,15,New
777,House,157,3,1,Tangerang,Unfurnished,14,None,16.1,2021-11-17,"[2111516776, 2228823264, 2299207156]",2346129751.507886,1,New
778,Condo,121,4,3,Jakarta Timur,Unfurnished,13,None,2.2,2021-06-16,"[1550575060, 1636718119, 1688403955]",1809004237.227152,19,New
779,Apartment,113,4,3,Tangerang,Semi,5,Pool_Security,16.38,2021-10-07,"[1524750009, 1609458343, 1660283343]",1694166676.7876482,1,New
780,Apartment,114,1,2,Jakarta Utara,Fully,28,Pool_Gym_Security,14.3,2021-11-04,"[1380319929, 1457004369, 1503015033]",1687057690.608598,18,Pre-sale
781,House,63,2,2,Bekasi,Fully,16,None,8.02,2021-08-25,"[576761475, 608803779, 628029162]",640846083.5056993,5,New
782,Condo,97,3,3,Depok,Unfurnished,12,Pool_Gym_Security,18.76,2021-03-17,"[972803675, 1026848324, 1059275113]",1080892972.6277442,20,Pre-sale
783,House,56,1,2,Jakarta Pusat,Unfurnished,13,Pool_Gym_Security,13.11,2021-07-13,"[685930799, 724038065, 746902425]",952681664.7956941,1,New
784,Condo,61,3,3,Depok,Semi,28,Gym_Security,4.65,2021-06-08,"[755846941, 797838437, 823033335]",839829934.1003848,11,New
785,Apartment,77,1,3,Jakarta Selatan,Semi,14,Pool,4.99,2022-02-09,"[955462063, 1008543288, 1040392024]",1273949416.9452343,3,Pre-sale
786,Apartment,56,3,2,Jakarta Timur,Fully,27,Gym_Security,10.39,2021-11-02,"[749904922, 791566307, 816563138]",874889076.1694907,8,New
787,Apartment,202,4,2,Jakarta Selatan,Unfurnished,22,Pool_Gym_Security,6.03,2021-05-10,"[1917691356, 2024229764, 2088152809]",2556921807.4708805,13,New
788,Apartment,62,3,3,Jakarta Utara,Semi,12,Pool_Gym,0.9,2022-09-28,"[700156172, 739053737, 762392276]",855746432.0095272,2,New
789,House,222,4,3,Jakarta Utara,Semi,29,Pool,5.4,2022-10-07,"[2330153101, 2459606051, 2537277821]",2847964900.724422,5,New
790,Apartment,166,1,3,Jakarta Barat,Fully,11,Gym,10.72,2022-03-11,"[1603728011, 1692824012, 1746281612]",2049208014.3204882,8,Under Construction
791,Apartment,106,3,3,Bogor,Unfurnished,29,Gym_Security,17.22,2022-03-29,"[1075694079, 1135454861, 1171311330]",1195215643.006768,12,New
792,Apartment,131,3,1,Bogor,Semi,3,Pool_Gym_Security,19.06,2022-01-07,"[1457033201, 1537979490, 1586547263]",1618925778.992377,20,Pre-sale
793,House,101,4,2,Jakarta Barat,Fully,12,Pool_Security,13.48,2021-10-20,"[1144664655, 1208257136, 1246412625]",1462627059.6095738,3,Under Construction
794,Apartment,136,4,2,Jakarta Barat,Unfurnished,29,Gym,19.14,2022-04-13,"[1507888303, 1591659875, 1641922818]",1926746164.430846,6,New
795,House,238,2,1,Tangerang,Unfurnished,14,Gym,10.76,2021-01-10,"[2509411179, 2648822911, 2732469950]",2788234643.290134,5,New
796,Condo,60,3,3,Bekasi,Fully,1,Pool_Gym,6.84,2022-06-02,"[699920469, 738804939, 762135622]",777689409.8554564,10,Pre-sale
797,House,143,4,3,Jakarta Pusat,Semi,23,Pool_Gym,19.36,2022-01-30,"[1477142221, 1559205677, 1608443751]",2051586417.3807344,4,New
798,Apartment,114,2,2,Jakarta Timur,Unfurnished,23,Pool,2.45,2022-09-08,"[1509770061, 1593646176, 1643971844]",1761398404.7125497,2,New
799,Condo,112,3,3,Jakarta Pusat,Unfurnished,5,Pool_Security,8.26,2022-06-26,"[1133374967, 1196340243, 1234119409]",1574131899.0181372,8,New
800,House,86,4,1,Bekasi,Unfurnished,5,None,6.96,2022-10-27,"[857795422, 905450723, 934043904]",953106024.1472794,4,Under Construction
801,Apartment,50,4,2,Depok,Unfurnished,9,None,15.81,2021-03-15,"[613842137, 647944478, 668405883]",682046819.4292489,15,Under Construction
802,House,158,2,3,Bekasi,Unfurnished,1,Gym,1.61,2021-09-17,"[2025151845, 2137660280, 2205165342]",2250168716.1310444,5,New
803,House,247,3,3,Jakarta Pusat,Unfurnished,8,Gym,8.12,2021-09-27,"[2281591080, 2408346140, 2484399176]",3168876499.687477,5,New
804,Apartment,163,3,1,Jakarta Barat,Semi,9,Pool_Security,15.02,2022-03-01,"[1604808308, 1693964325, 1747457936]",2050588393.896967,17,New
805,House,79,3,3,Bekasi,Fully,7,None,1.01,2022-11-30,"[1024057932, 1080950039, 1115085304]",1137842146.656275,4,New
806,Apartment,61,1,3,Jakarta Pusat,Semi,22,Pool,15.98,2021-11-02,"[758113061, 800230453, 825500889]",1052934806.998406,12,New
807,Apartment,52,3,1,Bogor,Semi,22,None,12.27,2022-12-24,"[592207270, 625107674, 644847916]",658008078.0318339,7,New
808,House,119,2,3,Jakarta Selatan,Fully,7,Pool_Security,13.66,2021-12-11,"[1461184950, 1542361891, 1591068056]",1948246599.5437467,4,New
809,Apartment,211,2,2,Bekasi,Unfurnished,2,Pool_Security,9.22,2021-11-16,"[1939410329, 2047155348, 2111802359]",2154900365.9602437,18,New
810,House,163,4,2,Jakarta Pusat,Fully,15,Pool,17.35,2021-10-26,"[1623441177, 1713632353, 1767747059]",2254779411.8642116,5,Pre-sale
811,Condo,75,3,3,Jakarta Timur,Unfurnished,23,Pool,11.55,2022-11-11,"[881734873, 930720144, 960111307]",1028690685.5422093,13,New
812,Condo,78,2,2,Bogor,Fully,1,None,2.09,2022-09-05,"[849758672, 896967487, 925292776]",944176302.2566136,1,Under Construction
813,House,123,3,3,Bekasi,Semi,29,Pool_Gym_Security,4.04,2022-03-24,"[1304384261, 1376850053, 1420329529]",1449315845.68796,4,New
814,Apartment,30,1,1,Jakarta Pusat,Unfurnished,13,None,8.98,2021-05-23,"[305422514, 322390431, 332571182]",424197935.9155744,15,Under Construction
815,Apartment,63,1,2,Bekasi,Fully,29,Pool,7.69,2022-06-19,"[618992167, 653380620, 674013693]",687769073.9980764,20,New
816,Apartment,243,3,2,Depok,Semi,14,Pool_Gym_Security,9.8,2022-03-29,"[3107846470, 3280504607, 3384099489]",3453162743.979436,4,Under Construction
817,Apartment,194,3,1,Jakarta Timur,Fully,11,Security,8.15,2021-02-27,"[2504758243, 2643911479, 2727403420]",2922217949.9559517,4,Pre-sale
818,Apartment,134,1,1,Jakarta Timur,Semi,5,Gym,19.24,2022-09-13,"[1211962731, 1279293994, 1319692751]",1413956519.3592112,19,New
819,House,234,3,2,Jakarta Pusat,Fully,11,Gym,4.0,2022-02-15,"[3002137569, 3168922989, 3268994242]",4169635512.49137,1,Under Construction
820,Apartment,162,2,2,Jakarta Barat,Unfurnished,9,None,3.15,2022-07-05,"[1548240085, 1634253423, 1685861426]",1978306774.926927,5,New
821,House,89,2,3,Jakarta Barat,Semi,24,Pool_Gym_Security,19.65,2021-04-01,"[1091176099, 1151796993, 1188169530]",1394280570.4792109,4,New
822,Apartment,242,1,3,Jakarta Barat,Semi,19,Pool_Gym_Security,8.95,2021-01-17,"[2203791560, 2326224425, 2399684143]",2815955882.3206334,1,New
823,Apartment,155,2,2,Bekasi,Fully,27,Pool_Security,12.81,2021-04-13,"[1511143420, 1595095832, 1645467279]",1679048243.989837,6,Pre-sale
824,Apartment,41,1,1,Jakarta Selatan,Fully,5,Pool,1.27,2022-11-10,"[473755018, 500074741, 515866575]",631673357.2518381,3,New
825,Apartment,132,1,2,Jakarta Timur,Unfurnished,17,Pool_Gym,14.08,2022-03-30,"[1236615563, 1305316428, 1346536947]",1442718157.1036427,10,New
826,Apartment,86,1,3,Bekasi,Unfurnished,1,Pool_Gym,10.9,2022-09-23,"[1143147469, 1206655662, 1244760577]",1270163854.3379965,15,New
827,House,152,3,3,Jakarta Utara,Unfurnished,21,Pool_Security,5.05,2021-04-18,"[1475382652, 1557348355, 1606527777]",1803245463.8881953,1,New
828,Apartment,171,2,2,Jakarta Selatan,Fully,18,Gym_Security,8.86,2021-11-23,"[2154314079, 2273998195, 2345808664]",2872418772.477077,10,Pre-sale
829,Apartment,87,1,1,Jakarta Selatan,Semi,25,Pool_Gym_Security,17.24,2021-08-06,"[792850419, 836897664, 863326011]",1057133891.413593,8,New
830,Apartment,178,4,2,Bekasi,Semi,6,Pool,4.34,2021-01-20,"[1868947065, 1972777458, 2035075693]",2076607850.2719612,9,Under Construction
831,Apartment,114,2,2,Jakarta Selatan,Semi,12,Pool_Security,8.64,2021-01-22,"[1142548100, 1206022994, 1244107931]",1523397466.3015666,20,Pre-sale
832,Apartment,206,2,2,Bekasi,Fully,2,Pool_Gym,8.17,2022-09-06,"[2596835456, 2741104093, 2827665275]",2885372729.2668715,6,New
833,Condo,142,2,1,Jakarta Utara,Unfurnished,26,Gym,4.16,2021-03-15,"[1789476085, 1888891423, 1948540626]",2187137437.1571956,12,Pre-sale
834,Apartment,214,2,2,Tangerang,Unfurnished,14,Pool_Gym_Security,3.7,2022-04-06,"[2751051548, 2903887745, 2995589463]",3056723941.72309,15,Under Construction
835,House,132,4,1,Tangerang,Unfurnished,1,Security,12.62,2022-04-20,"[1730865967, 1827025187, 1884720719]",1923184407.4229808,3,Under Construction
836,Apartment,125,1,1,Bogor,Semi,0,None,1.92,2022-05-18,"[1513820454, 1597921591, 1648382273]",1682022727.1691241,8,New
837,House,55,3,2,Depok,Semi,16,Pool_Gym,17.9,2022-07-15,"[556152890, 587050273, 605588703]",617947655.8177257,1,New
838,Condo,159,4,2,Bogor,Semi,9,Pool_Gym_Security,2.51,2022-10-23,"[1993787843, 2104553835, 2171013429]",2215319825.813113,11,New
839,House,59,4,3,Bogor,Fully,8,Pool_Gym_Security,9.28,2022-07-06,"[604024040, 637580931, 657715066]",671137822.0489563,2,New
840,Apartment,216,1,3,Depok,Semi,29,Security,1.46,2021-11-17,"[2669877826, 2818204372, 2907200299]",2966530917.545972,8,Pre-sale
841,House,52,3,1,Jakarta Pusat,Unfurnished,10,None,15.7,2022-11-11,"[527516460, 556822930, 574406812]",732661749.7103739,4,Pre-sale
842,Apartment,143,2,3,Bogor,Fully,3,None,2.38,2021-06-18,"[1541275400, 1626901812, 1678277658]",1712528222.7498372,19,Pre-sale
843,Apartment,241,2,3,Bekasi,Semi,15,None,2.78,2022-03-23,"[2743431250, 2895844097, 2987291805]",3048256944.354579,4,New
844,House,87,2,1,Tangerang,Fully,29,Pool_Gym_Security,6.1,2021-08-15,"[1151101828, 1215051930, 1253421991]",1279002031.1474102,4,New
845,House,107,1,3,Depok,Unfurnished,11,None,4.01,2021-09-14,"[1428164414, 1507506882, 1555112362]",1586849348.9536686,4,New
846,Apartment,162,4,2,Jakarta Utara,Fully,10,None,14.08,2021-07-08,"[2155789471, 2275555552, 2347415201]",2634853797.5781956,12,New
847,House,249,1,3,Jakarta Barat,Semi,3,Pool_Security,14.3,2021-02-13,"[2963806685, 3128462612, 3227256169]",3787086320.3058043,4,Pre-sale
848,House,37,1,2,Jakarta Pusat,Semi,20,Pool_Gym_Security,12.99,2022-09-12,"[433960256, 458069159, 472534501]",602722577.4013648,2,New
849,Apartment,198,1,2,Tangerang,Unfurnished,8,Pool_Gym_Security,4.87,2022-12-10,"[2166236856, 2286583348, 2358791243]",2406929839.7422047,15,New
850,Condo,146,2,2,Jakarta Timur,Semi,1,None,5.44,2021-05-05,"[1539167953, 1624677284, 1675982882]",1795695945.3115861,6,New
851,Apartment,32,3,3,Jakarta Selatan,Unfurnished,14,Pool_Gym_Security,3.71,2022-03-10,"[381035579, 402204223, 414905409]",508047439.07307297,13,Under Construction
852,House,61,4,2,Bogor,Unfurnished,6,Security,15.2,2021-06-20,"[783975468, 827529661, 853662177]",871083853.6984844,1,New
853,House,209,4,1,Jakarta Utara,Fully,4,Security,6.46,2022-03-02,"[1926088024, 2033092914, 2097295848]",2354107584.748452,4,New
854,House,242,2,2,Depok,Unfurnished,10,Pool_Gym,14.8,2021-02-25,"[2396464260, 2529601164, 2609483306]",2662738067.151603,4,New
855,House,109,2,1,Bogor,Fully,23,Pool_Gym_Security,12.9,2022-06-20,"[1148705826, 1212522816, 1250813010]",1276339806.3179734,1,New
856,Apartment,155,4,1,Bekasi,Unfurnished,22,Pool,19.16,2022-05-31,"[1842921508, 1945306036, 2006736753]",2047690564.5467753,6,New
857,Condo,239,1,3,Depok,Fully,5,None,10.01,2021-12-23,"[2677424680, 2826170495, 2915417984]",2974916310.601238,4,New
858,House,140,1,1,Bekasi,Fully,8,None,4.29,2022-06-20,"[1639363107, 1730438836, 1785084272]",1821514563.7056987,4,Pre-sale
859,House,62,2,3,Jakarta Timur,Semi,3,Pool_Gym_Security,4.53,2021-09-27,"[806042025, 850822138, 877690205]",940382362.8351488,2,New
860,House,137,1,2,Jakarta Pusat,Semi,16,Security,18.0,2022-02-26,"[1386154404, 1463162982, 1509368129]",1925214449.9349852,2,New
861,Apartment,130,3,1,Bogor,Semi,17,Security,19.68,2022-02-17,"[1689014814, 1782848970, 1839149464]",1876683126.6136556,1,New
862,Apartment,225,4,3,Depok,Unfurnished,1,Pool_Gym_Security,3.45,2021-02-06,"[2714898837, 2865726550, 2956223178]",3016554263.355175,11,New
863,Apartment,229,4,3,Jakarta Utara,Fully,10,Pool_Gym_Security,16.49,2021-09-24,"[2597064248, 2741345595, 2827914403]",3174189636.305933,3,New
864,House,184,4,1,Jakarta Barat,Fully,9,None,15.08,2022-04-29,"[2391506415, 2524367883, 2604084763]",3055813752.953476,2,New
865,House,165,4,3,Tangerang,Unfurnished,18,None,2.6,2022-11-18,"[2159095613, 2279045369, 2351015223]",2398995125.3305697,5,New
866,Apartment,162,1,1,Bogor,Semi,27,Pool,9.08,2022-09-28,"[2010867210, 2122582055, 2189610962]",2234296899.6642666,19,Under Construction
867,House,220,4,2,Bekasi,Unfurnished,14,Security,15.8,2022-01-06,"[2657899209, 2805560277, 2894156917]",2953221343.703806,1,New
868,Apartment,56,1,3,Jakarta Selatan,Semi,17,None,10.66,2021-09-01,"[710062437, 749510350, 773179098]",946749915.5034503,20,New
869,Apartment,129,1,2,Tangerang,Fully,7,None,3.36,2021-08-05,"[1592146564, 1680599151, 1733670703]",1769051737.9631813,5,Under Construction
870,Condo,239,1,3,Jakarta Timur,Unfurnished,28,Pool,6.12,2021-07-06,"[2645375333, 2792340629, 2880519807]",3086271221.376526,18,Under Construction
871,House,43,2,2,Jakarta Selatan,Fully,26,Pool_Gym_Security,10.39,2021-08-25,"[500617648, 528429740, 545116995]",667490197.7203245,2,Under Construction
872,Apartment,64,3,3,Jakarta Barat,Unfurnished,20,None,10.08,2021-09-30,"[761121022, 803405523, 828776224]",972543527.9087487,2,Under Construction
873,Apartment,168,2,2,Jakarta Timur,Semi,11,Security,13.46,2021-07-04,"[1684969852, 1778579288, 1834744950]",1965798160.362689,17,Pre-sale
874,Condo,193,2,3,Bekasi,Semi,25,None,6.56,2022-04-18,"[1906019343, 2011909307, 2075443285]",2117799270.093507,12,Pre-sale
875,Apartment,180,2,3,Depok,Unfurnished,1,Security,17.37,2021-09-02,"[2286300609, 2413317310, 2489527330]",2540334010.2444253,5,New
876,Apartment,45,4,2,Jakarta Selatan,Semi,14,None,5.15,2022-08-24,"[408744201, 431452212, 445077019]",544992267.8672234,14,Pre-sale
877,House,220,2,1,Jakarta Utara,Unfurnished,11,Pool,14.04,2021-12-06,"[2200220817, 2322455307, 2395796001]",2689158776.1651683,2,New
878,Condo,205,2,2,Jakarta Utara,Semi,10,Pool_Gym_Security,3.58,2021-02-18,"[2491271517, 2629675490, 2712717874]",3044887409.958453,12,New
879,Apartment,95,1,1,Tangerang,Semi,8,None,5.83,2022-10-08,"[966692458, 1020397595, 1052620677]",1074102731.4994059,1,New
880,Apartment,45,1,3,Jakarta Pusat,Semi,8,None,12.31,2022-09-11,"[535488044, 565237380, 583086981]",743733394.2871331,6,Pre-sale
881,Apartment,206,1,1,Jakarta Selatan,Fully,0,Pool,9.51,2021-06-01,"[1876568803, 1980822626, 2043374919]",2502091737.5274653,10,New
882,House,99,2,1,Tangerang,Semi,19,None,4.51,2022-10-16,"[966875435, 1020590737, 1052819919]",1074306039.4243464,1,Pre-sale
883,House,215,1,2,Jakarta Utara,Semi,4,Pool_Gym_Security,18.21,2021-08-22,"[2678671516, 2827486600, 2916775651]",3273931853.0726404,5,New
884,Condo,124,4,3,Jakarta Selatan,Unfurnished,27,Gym_Security,19.33,2022-09-19,"[1370363014, 1446494293, 1492173060]",1827150685.4221377,13,Under Construction
885,Apartment,235,1,1,Bekasi,Semi,13,Security,4.92,2022-01-04,"[3043908136, 3213014144, 3314477749]",3382120151.6185217,10,New
886,House,207,2,1,Jakarta Barat,Unfurnished,1,Pool_Security,6.15,2021-11-22,"[2135170675, 2253791268, 2324963624]",2728273640.3541284,2,Pre-sale
887,Apartment,86,1,2,Jakarta Barat,Fully,4,Pool_Gym,9.73,2021-06-06,"[920073908, 971189125, 1001858255]",1175649992.9750566,20,Pre-sale
888,House,121,3,3,Tangerang,Unfurnished,23,Pool_Gym_Security,18.03,2021-07-26,"[1132008858, 1194898239, 1232631867]",1257787619.782615,1,New
889,Apartment,181,3,1,Jakarta Timur,Fully,8,Pool_Security,9.04,2021-01-20,"[1808063434, 1908511403, 1968780184]",2109407339.9064734,11,New
890,House,236,2,1,Tangerang,Unfurnished,12,Security,10.81,2022-10-07,"[3092118452, 3263902810, 3366973426]",3435687168.9359922,3,New
891,Apartment,246,2,3,Jakarta Barat,Fully,6,Pool,13.91,2021-01-16,"[2466647878, 2603683871, 2685905467]",3151827844.378129,6,New
892,House,88,4,3,Bogor,Semi,0,None,15.29,2022-07-16,"[975553167, 1029750565, 1062269004]",1083947963.599978,2,New
893,House,118,3,1,Jakarta Barat,Fully,27,Pool_Gym,13.35,2022-08-08,"[1473886952, 1555769560, 1604899125]",1883299993.809611,2,Pre-sale
894,House,137,4,2,Jakarta Barat,Semi,19,None,4.84,2022-06-18,"[1393461190, 1470875701, 1517324407]",1780533742.956696,5,New
895,Apartment,209,3,1,Jakarta Selatan,Unfurnished,28,None,7.75,2022-10-09,"[2656281407, 2803852597, 2892395310]",3541708542.9633975,6,New
896,Apartment,234,2,2,Jakarta Barat,Semi,7,Security,7.53,2022-05-08,"[2763943810, 2917496244, 3009627704]",3531705979.7561026,9,New
897,Apartment,192,3,1,Jakarta Pusat,Unfurnished,13,Security,2.91,2022-02-14,"[2473065744, 2610458286, 2692893810]",3434813533.664279,18,New
898,House,57,3,3,Jakarta Barat,Semi,1,Pool_Gym,7.61,2022-12-13,"[613678049, 647771274, 668227209]",784144173.9698213,1,New
899,Condo,210,1,3,Jakarta Pusat,Semi,22,Pool_Gym_Security,2.19,2022-02-24,"[2680133477, 2829029781, 2918367564]",3722407606.7063913,16,Pre-sale
900,House,56,3,2,Jakarta Timur,Semi,4,Pool_Gym_Security,17.49,2021-07-12,"[738774490, 779817517, 804443333]",861903571.4442807,2,New
901,Apartment,212,4,2,Jakarta Utara,Fully,14,None,0.85,2021-02-19,"[2577417430, 2720607287, 2806521202]",3150176859.111764,18,New
